1	2
2	2
3	2
4	2
5	2
6	2
7	2
8	2
9	2
10	2
11	2
12	2
13	2
14	2
15	2
16	2
17	2
18	2
19	2
20	2
21	2
22	2
23	2
24	2
25	2
26	2
27	2
28	2
29	2
30	2
31	2
32	2
33	2
34	2
35	2
36	2
37	2
38	2
39	2
40	2
41	2
42	2
43	2
44	2
45	2
46	2
47	2
48	2
49	2
50	2
51	2
52	2
53	2
54	2
55	2
56	2
57	2
58	2
59	2
60	2
61	2
62	2
63	2
64	2
65	2
66	2
67	2
68	2
69	2
70	2
71	2
72	2
73	2
74	2
75	2
76	2
77	2
78	2
79	2
80	2
81	2
82	2
83	2
84	2
85	2
86	2
87	2
88	2
89	2
90	2
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	2
99	2
100	2
101	2
102	2
103	2
104	2
105	2
106	2
107	2
108	2
109	2
110	2
111	2
112	2
113	2
114	2
115	2
116	2
117	2
118	2
119	2
120	2
121	2
122	2
123	2
124	2
125	2
126	2
127	2
128	2
129	2
130	2
131	2
132	2
133	2
134	2
135	2
136	2
137	2
138	2
139	2
140	2
141	2
142	2
143	2
144	2
145	2
146	2
147	2
148	2
149	2
150	2
151	2
152	2
153	2
154	2
155	2
156	2
157	2
158	2
159	2
160	2
161	2
162	2
163	2
164	2
165	2
166	2
167	2
168	2
169	2
170	2
171	2
172	2
173	2
174	2
175	2
176	2
177	2
178	2
179	3
180	3
181	3
182	3
183	3
184	3
185	3
186	3
187	3
188	3
189	3
190	3
191	3
192	3
193	3
194	4
195	4
196	4
197	4
198	4
199	4
200	4
201	4
202	4
203	4
204	4
205	4
206	4
207	4
208	4
209	4
210	4
211	4
212	4
213	4
214	4
215	5
216	5
217	5
218	5
219	5
220	5
221	5
222	5
223	5
224	5
225	5
226	6
227	6
228	6
229	6
230	6
231	7
232	7
233	7
234	7
235	7
236	8
237	8
238	8
239	8
240	8
241	8
242	9
243	9
244	9
245	9
246	9
247	9
248	9
249	9
250	9
251	9
252	9
253	9
254	9
255	9
256	10
257	10
258	10
259	10
260	10
261	10
262	10
263	10
264	10
265	10
266	10
267	10
268	10
269	10
270	10
271	10
272	10
273	10
274	10
275	10
276	10
277	10
278	10
279	10
280	11
281	11
282	11
283	12
284	12
285	12
286	12
287	12
288	12
289	12
290	12
291	12
292	12
293	13
294	13
295	13
296	13
297	13
298	13
299	13
300	13
301	13
302	14
303	14
304	14
305	14
306	14
307	15
308	15
309	15
310	15
311	15
312	15
313	15
314	15
315	15
316	15
317	15
318	15
319	15
320	15
321	15
322	15
323	15
324	15
325	15
326	16
327	16
328	16
329	16
330	16
331	16
332	16
333	16
334	16
335	16
336	16
337	17
338	17
339	17
340	17
341	17
342	17
343	17
344	17
345	17
346	17
347	17
348	17
349	17
350	17
351	17
352	17
353	17
354	17
355	17
356	17
357	18
358	18
359	18
360	18
361	18
362	18
363	18
364	18
365	18
366	18
367	18
368	19
369	19
370	19
371	19
372	20
373	20
374	20
375	20
376	20
377	20
378	20
379	20
380	20
381	20
382	20
383	20
384	20
385	20
386	20
387	20
388	20
389	20
390	20
391	20
392	20
393	20
394	20
395	20
396	20
397	20
398	20
399	20
400	20
401	20
402	20
403	20
404	20
405	20
406	20
407	20
408	20
409	20
410	20
411	20
412	20
413	20
414	20
415	20
416	20
417	20
418	20
419	20
420	20
421	20
422	20
423	20
424	20
425	20
426	20
427	20
428	20
429	20
430	20
431	20
432	20
433	21
434	21
435	21
436	21
437	21
438	21
439	21
440	21
441	21
442	21
443	21
444	21
445	21
446	21
447	21
448	21
449	21
450	21
451	21
452	21
453	21
454	21
455	21
456	21
457	21
458	21
459	21
460	21
461	21
462	21
463	21
464	21
465	21
466	21
467	21
468	21
469	21
470	21
471	21
472	21
473	22
474	22
475	22
476	22
477	22
478	22
479	22
480	23
481	23
482	23
483	23
484	23
485	23
486	23
487	23
488	23
489	23
490	23
491	23
492	23
493	23
494	23
495	23
496	24
497	25
498	25
499	25
500	25
501	25
502	25
503	25
504	25
505	25
506	25
507	25
508	26
509	26
510	26
511	26
512	26
513	26
514	26
515	27
516	27
517	27
518	27
519	27
520	27
521	27
522	27
523	27
524	27
525	27
526	27
527	27
528	27
529	27
530	27
531	27
532	27
533	27
534	27
535	27
536	27
537	27
538	27
539	27
540	27
541	27
542	27
543	27
544	27
545	27
546	27
547	27
548	27
549	27
550	27
551	27
552	27
553	27
554	27
555	27
556	27
557	27
558	27
559	27
560	27
561	27
562	28
563	28
564	28
565	29
566	29
567	29
568	29
569	29
570	29
571	29
572	29
573	29
574	29
575	29
576	29
577	30
578	30
579	30
580	30
581	30
582	30
583	30
584	30
585	30
586	31
587	31
588	31
589	31
590	31
591	31
592	31
593	31
594	32
595	32
596	32
597	32
598	32
599	32
600	32
601	32
602	32
603	32
604	32
605	32
606	32
607	32
608	32
609	32
610	32
611	32
612	32
613	32
614	32
615	32
616	32
617	32
618	32
619	32
620	32
621	32
622	32
623	32
624	32
625	32
626	32
627	32
628	32
629	32
630	32
631	32
632	32
633	32
634	32
635	32
636	32
637	32
638	32
639	32
640	32
641	32
642	32
643	32
644	32
645	32
646	33
647	33
648	33
649	33
650	33
651	33
652	33
653	33
654	33
655	33
656	33
657	33
658	33
659	33
660	33
661	33
662	33
663	33
664	33
665	33
666	33
667	33
668	33
669	33
670	33
671	34
672	34
673	34
674	34
675	34
676	34
677	34
678	34
679	34
680	34
681	34
682	34
683	34
684	34
685	34
686	34
687	34
688	34
689	34
690	34
691	34
692	34
693	34
694	34
